purchase_id,customer_id,product_id,purchase_date,quantity,total_amount
51,4,8,7/23/2021 19:01,2,53.04
52,5,5,5/4/2021 2:15,4,71.76
53,5,5,4/7/2019 22:42,2,35.88
54,5,13,10/22/2018 23:32,4,104.48
55,5,7,3/29/2023 5:15,5,50
56,5,6,6/13/2019 13:05,3,80.16
57,6,7,12/23/2020 7:39,5,50
58,6,10,9/21/2020 11:41,1,15
59,6,8,8/6/2022 6:50,5,132.6
60,6,11,1/29/2022 13:26,3,79.56
61,6,2,4/20/2022 0:51,2,16.96
62,6,11,2/15/2023 0:08,2,53.04
63,6,12,12/19/2021 21:35,1,30
64,6,7,10/2/2022 17:17,2,20
65,6,11,9/22/2022 17:28,2,53.04
66,6,3,4/4/2021 3:05,1,2.7
67,6,8,7/15/2023 3:20,4,106.08
68,7,6,12/24/2022 10:45,2,53.44
69,7,10,3/20/2020 10:21,4,60
70,7,2,2/19/2023 22:49,1,8.48
71,7,12,4/8/2018 17:06,2,60
72,7,6,11/14/2021 8:40,4,106.88
73,7,2,3/20/2022 23:35,2,16.96
74,7,10,7/9/2022 1:54,2,30
75,7,7,4/3/2020 11:11,1,10
76,7,13,7/13/2021 15:19,2,52.24
77,7,5,6/14/2020 9:09,3,53.82
78,7,4,6/5/2019 4:53,1,18.95
79,7,12,3/16/2020 0:03,4,120
80,7,12,10/27/2020 11:56,5,150
81,7,4,5/19/2020 9:55,2,37.9
82,7,5,8/14/2019 15:30,3,53.82
83,7,4,9/23/2018 7:26,4,75.8
84,8,6,12/2/2018 20:57,1,26.72
85,8,3,12/13/2019 17:07,2,5.4
86,8,2,7/14/2020 12:58,5,42.4
87,9,8,8/2/2023 23:47,1,26.52
88,9,9,1/25/2023 2:31,1,14.25
89,9,5,2/25/2022 15:06,2,35.88
90,9,2,2/10/2022 4:45,3,25.44
91,9,1,5/30/2023 21:06,3,85.74
92,9,4,6/14/2022 22:54,2,37.9
93,9,11,12/24/2022 10:06,4,106.08
94,9,3,2/19/2023 23:17,2,5.4
95,9,11,9/4/2023 10:11,3,79.56
96,9,10,12/6/2022 4:26,5,75
97,9,13,11/29/2022 5:25,4,104.48
98,9,10,3/25/2022 0:53,3,45
99,9,11,7/19/2023 22:27,2,53.04
100,9,2,3/10/2023 23:32,5,42.4
101,9,12,10/21/2023 5:33,4,120
102,9,6,2/11/2022 20:59,3,80.16
103,9,11,1/8/2023 6:25,4,106.08
104,9,4,6/1/2023 17:08,4,75.8
105,9,13,6/27/2023 5:42,3,78.36
106,10,12,3/9/2022 11:43,4,120
107,10,9,4/9/2020 11:41,2,28.5
108,10,3,11/9/2021 19:48,5,13.5
109,10,14,6/11/2022 15:19,4,87.76
110,10,9,6/24/2023 19:08,5,71.25
111,10,8,1/11/2023 3:40,4,106.08
112,10,3,9/9/2022 9:55,2,5.4
113,10,1,8/1/2020 8:42,5,142.9
114,10,4,2/18/2022 10:09,5,94.75
115,10,1,5/16/2023 23:52,5,142.9
116,10,4,7/21/2023 21:11,5,94.75
117,11,2,3/12/2023 14:51,5,42.4
118,11,5,5/3/2021 12:56,2,35.88
119,11,5,2/11/2019 0:45,2,35.88
120,11,10,1/6/2022 14:07,2,30
121,11,12,3/6/2020 10:11,2,60
122,11,12,6/27/2020 5:54,4,120
123,11,3,11/6/2019 0:02,1,2.7
124,11,10,7/17/2021 10:46,3,45
125,11,6,2/20/2021 3:24,5,133.6
126,11,12,1/18/2023 7:41,5,150
127,11,6,5/6/2023 4:49,3,80.16
128,12,2,7/9/2023 2:32,3,25.44
129,12,9,8/9/2019 10:25,4,57
130,12,10,12/17/2019 7:30,4,60
131,12,1,5/28/2023 5:17,4,114.32
132,12,3,8/26/2023 7:21,3,8.1
133,12,11,1/22/2023 1:02,1,26.52
134,13,2,1/31/2022 13:20,2,16.96
135,13,13,12/8/2022 19:38,5,130.6
136,13,10,8/16/2022 4:36,2,30
137,13,13,1/15/2022 19:30,5,130.6
138,13,11,6/22/2021 2:34,5,132.6
139,13,12,6/13/2021 2:06,3,90
140,14,7,1/15/2022 15:38,5,50
141,14,7,9/20/2016 4:47,4,40
142,14,8,5/13/2017 10:17,2,53.04
143,14,7,11/19/2018 16:08,2,20
144,14,10,6/2/2018 19:00,4,60
145,14,12,11/14/2016 19:48,1,30
146,14,8,12/21/2022 16:54,1,26.52
147,15,2,4/14/2023 1:45,2,16.96
148,15,11,3/19/2023 7:56,3,79.56
149,15,11,4/6/2023 21:12,1,26.52
150,15,14,6/24/2023 13:20,2,43.88
151,15,1,6/15/2023 18:21,5,142.9
152,15,11,6/23/2023 20:34,1,26.52
153,15,14,3/20/2023 17:07,2,43.88
154,15,5,3/15/2023 17:31,5,89.7
155,15,4,10/4/2023 15:19,1,18.95
156,15,4,11/28/2022 6:49,3,56.85
157,15,2,5/17/2023 12:38,2,16.96
158,15,6,3/22/2023 16:48,3,80.16
159,15,2,12/23/2022 11:49,3,25.44
160,15,12,4/1/2023 7:53,2,60
161,16,14,10/21/2021 10:30,1,21.94
162,16,6,12/31/2020 17:58,4,106.88
163,16,14,9/8/2018 17:06,1,21.94
164,16,5,9/26/2023 7:14,1,17.94
165,17,1,6/19/2021 14:07,1,28.58
166,17,5,12/16/2022 20:10,1,17.94
167,17,4,1/14/2022 19:27,2,37.9
168,17,9,3/18/2021 9:17,2,28.5
169,17,6,9/9/2022 6:03,1,26.72
170,17,6,1/14/2023 20:16,3,80.16
171,17,8,10/27/2022 18:17,2,53.04
172,17,4,12/25/2022 4:38,2,37.9
173,17,5,4/11/2023 15:49,3,53.82
174,17,3,5/9/2023 12:51,3,8.1
175,17,3,4/10/2021 14:14,3,8.1
176,18,10,6/15/2023 11:01,5,75
177,18,4,7/13/2023 1:19,1,18.95
178,18,13,10/20/2022 5:12,2,52.24
179,18,1,3/9/2022 7:16,5,142.9
180,19,10,3/21/2022 18:36,3,45
181,19,7,5/28/2023 11:57,5,50
182,19,5,7/16/2023 13:15,3,53.82
183,19,13,1/17/2023 18:58,4,104.48
184,19,5,3/4/2022 20:09,4,71.76
185,19,14,1/5/2021 4:09,2,43.88
186,19,7,7/11/2021 1:18,2,20
187,19,7,11/27/2022 23:42,2,20
188,19,13,10/23/2022 22:13,1,26.12
189,20,1,2/4/2023 15:59,4,114.32
190,20,2,12/15/2022 20:39,2,16.96
191,20,13,1/16/2022 12:54,5,130.6
192,20,2,2/18/2021 2:43,2,16.96
193,20,6,5/25/2021 7:19,1,26.72
194,20,5,12/25/2020 11:32,5,89.7
195,20,7,9/22/2022 23:28,1,10
196,20,9,6/12/2021 23:11,4,57
197,20,7,3/18/2021 20:14,1,10
198,20,4,4/7/2021 0:46,5,94.75
199,20,11,12/8/2021 6:21,2,53.04
200,20,3,6/22/2023 8:04,5,13.5
201,20,3,1/18/2021 12:24,4,10.8
202,20,8,2/24/2022 15:19,2,53.04
203,20,6,5/21/2021 2:51,4,106.88
204,20,14,10/1/2021 6:01,2,43.88
205,20,13,1/8/2022 10:08,1,26.12
206,21,9,9/10/2021 10:06,4,57
207,21,3,1/20/2019 20:34,5,13.5
208,21,8,7/29/2023 0:41,1,26.52
209,21,13,6/11/2023 4:56,1,26.12
210,21,10,2/20/2019 11:04,4,60
211,21,4,2/25/2021 7:21,2,37.9
212,21,2,4/2/2022 2:21,1,8.48
213,21,14,10/13/2020 5:02,5,109.7
214,21,11,5/10/2019 21:45,5,132.6
215,21,7,4/8/2023 4:25,3,30
216,21,14,1/3/2022 21:49,4,87.76
217,21,5,9/10/2022 8:32,2,35.88
218,22,3,5/27/2021 7:42,5,13.5
219,22,14,7/10/2019 2:04,2,43.88
220,22,13,9/21/2019 7:54,2,52.24
221,22,11,6/25/2019 22:01,2,53.04
222,22,4,9/21/2019 12:36,3,56.85
223,22,6,7/2/2020 2:43,2,53.44
224,22,1,3/6/2022 15:43,1,28.58
225,23,3,8/9/2023 3:21,3,8.1
226,23,5,10/27/2023 10:31,1,17.94
227,23,9,1/10/2023 22:25,4,57
228,23,10,2/21/2023 15:50,1,15
229,23,10,3/7/2023 19:33,2,30
230,23,11,4/15/2023 20:31,5,132.6
231,23,9,5/31/2023 15:49,4,57
232,23,2,1/1/2023 23:57,2,16.96
233,23,11,4/17/2023 11:58,4,106.08
234,23,6,2/13/2023 3:38,2,53.44
235,23,12,8/8/2023 3:51,1,30
236,24,8,1/6/2023 13:11,4,106.08
237,24,12,9/29/2023 2:54,1,30
238,24,12,6/15/2021 13:24,5,150
239,24,11,12/23/2022 4:51,4,106.08
240,24,14,3/14/2023 21:35,3,65.82
241,24,6,10/2/2022 14:03,5,133.6
242,24,11,7/24/2021 9:04,1,26.52
243,24,13,4/27/2023 22:06,4,104.48
244,24,11,2/8/2023 15:22,5,132.6
245,25,3,3/6/2018 20:39,3,8.1
246,25,9,5/30/2019 15:34,3,42.75
247,25,9,11/22/2022 8:28,3,42.75
248,25,6,1/24/2022 2:00,1,26.72
249,25,5,3/6/2018 14:24,4,71.76
250,25,11,10/16/2020 9:43,2,53.04
251,25,3,11/2/2021 10:08,4,10.8
252,25,2,5/28/2016 18:54,5,42.4
253,25,7,10/6/2018 14:24,4,40
254,26,8,9/12/2023 11:49,2,53.04
255,26,4,5/21/2023 7:47,1,18.95
256,26,14,4/1/2020 16:05,1,21.94
257,26,9,2/13/2023 18:55,1,14.25
258,26,12,10/21/2022 7:54,5,150
259,26,8,4/9/2020 10:38,5,132.6
260,26,5,7/1/2022 17:01,5,89.7
261,26,7,10/14/2022 14:18,3,30
262,27,1,1/28/2022 1:39,3,85.74
263,27,11,2/6/2022 18:19,4,106.08
264,27,6,1/14/2023 7:54,3,80.16
265,27,3,6/17/2021 9:56,4,10.8
266,27,5,4/16/2021 11:49,2,35.88
267,27,8,8/2/2021 0:38,4,106.08
268,27,14,9/7/2021 6:47,4,87.76
269,27,11,3/1/2022 9:18,1,26.52
270,27,12,7/11/2023 17:19,4,120
271,27,3,12/19/2021 16:50,2,5.4
272,27,14,7/23/2021 17:31,2,43.88
273,27,14,8/2/2023 23:39,3,65.82
274,27,5,6/26/2023 0:17,5,89.7
275,27,5,8/14/2021 17:05,1,17.94
276,27,3,6/28/2022 13:05,2,5.4
277,27,3,9/28/2021 16:35,4,10.8
278,28,1,8/31/2018 8:37,1,28.58
279,28,7,8/6/2021 1:48,3,30
280,28,11,2/13/2019 18:15,1,26.52
281,29,8,4/10/2021 14:29,4,106.08
282,29,10,3/24/2020 18:25,4,60
283,29,2,11/15/2021 3:23,2,16.96
284,29,2,3/29/2022 3:18,2,16.96
285,29,11,11/19/2020 11:53,3,79.56
286,29,11,1/31/2021 15:50,3,79.56
287,29,11,3/24/2022 14:08,4,106.08
288,29,2,1/11/2023 10:39,1,8.48
289,29,11,4/10/2023 18:48,5,132.6
290,29,4,5/11/2021 12:17,4,75.8
291,29,6,1/5/2021 13:02,1,26.72
292,29,11,9/2/2020 15:51,5,132.6
293,29,1,3/25/2023 5:58,3,85.74
294,30,12,8/4/2020 13:23,4,120
295,30,6,5/26/2023 7:07,5,133.6
296,30,8,11/3/2017 9:13,1,26.52
297,31,9,9/19/2023 19:55,5,71.25
298,31,5,9/19/2022 21:18,1,17.94
299,31,7,10/15/2022 2:06,4,40
300,31,2,4/15/2023 4:27,4,33.92
301,31,8,3/22/2023 3:29,5,132.6
302,31,11,3/6/2023 19:02,4,106.08
303,31,4,10/26/2021 15:56,4,75.8
304,31,6,3/20/2022 0:54,2,53.44
305,31,9,5/18/2023 10:57,5,71.25
306,31,13,2/4/2022 18:57,1,26.12
307,31,13,10/28/2023 11:29,1,26.12
308,32,8,8/30/2021 5:28,4,106.08
309,32,5,9/4/2023 3:30,2,35.88
310,32,4,8/1/2021 2:12,2,37.9
311,32,2,7/8/2021 2:09,4,33.92
312,32,7,7/17/2022 21:22,4,40
313,32,12,2/1/2022 8:27,1,30
314,32,12,12/25/2022 14:18,5,150
315,32,12,5/23/2021 7:04,4,120
316,32,1,8/3/2021 17:58,1,28.58
317,32,13,1/23/2022 13:42,4,104.48
318,32,4,10/3/2023 12:11,1,18.95
319,32,13,6/26/2023 14:50,4,104.48
320,33,6,11/30/2021 2:57,4,106.88
321,33,3,2/3/2023 17:35,3,8.1
322,33,13,9/19/2023 9:16,5,130.6
323,33,12,2/1/2023 17:07,2,60
324,33,6,11/2/2022 10:01,1,26.72
325,33,8,7/16/2022 1:57,1,26.52
326,33,4,6/28/2022 9:12,5,94.75
327,33,4,3/7/2022 7:23,1,18.95
328,33,6,2/25/2023 14:59,3,80.16
329,33,6,9/10/2022 9:11,4,106.88
330,33,3,10/11/2022 7:23,2,5.4
331,33,2,3/8/2023 2:26,2,16.96
332,33,1,3/25/2022 16:16,4,114.32
333,33,7,3/14/2023 5:06,4,40
334,33,8,9/12/2022 23:43,4,106.08
335,33,4,7/31/2023 0:55,5,94.75
336,33,14,2/2/2022 14:04,5,109.7
337,33,3,2/12/2022 13:07,5,13.5
338,34,5,4/29/2018 12:22,4,71.76
339,34,2,8/12/2021 8:40,3,25.44
340,34,5,8/29/2019 11:58,1,17.94
341,34,14,7/27/2020 7:42,5,109.7
342,34,6,8/4/2018 18:53,5,133.6
343,34,13,10/27/2023 22:28,1,26.12
344,34,1,3/24/2018 3:28,1,28.58
345,34,5,7/1/2022 11:46,5,89.7
346,34,6,2/13/2022 19:06,4,106.88
347,34,8,12/1/2021 11:52,4,106.08
348,34,12,5/20/2023 10:00,4,120
349,34,9,12/15/2017 4:55,1,14.25
350,34,6,6/21/2016 22:30,3,80.16
351,34,11,12/16/2022 22:20,1,26.52
352,34,14,6/7/2021 10:04,4,87.76
353,34,7,12/13/2018 8:35,3,30
354,34,10,2/20/2018 9:00,2,30
355,34,2,2/14/2018 6:57,3,25.44
356,35,14,3/16/2023 18:15,2,43.88
357,35,9,11/27/2022 22:32,4,57
358,35,6,4/16/2022 16:34,5,133.6
359,35,2,12/23/2022 21:02,1,8.48
360,35,9,12/22/2020 20:12,5,71.25
361,35,1,3/12/2023 20:14,3,85.74
362,35,13,5/17/2023 23:02,3,78.36
363,35,2,7/18/2022 19:53,5,42.4
364,35,5,1/23/2023 8:12,4,71.76
365,35,1,7/1/2023 14:31,4,114.32
366,35,7,6/18/2023 14:04,2,20
367,35,8,1/17/2021 20:29,2,53.04
368,35,2,6/29/2021 0:21,1,8.48
369,35,3,2/28/2022 2:41,3,8.1
370,35,14,3/7/2023 16:44,5,109.7
371,36,11,8/27/2021 13:30,3,79.56
372,36,3,5/30/2022 3:14,5,13.5
373,36,2,2/28/2023 5:51,3,25.44
374,36,5,3/18/2017 23:59,3,53.82
375,36,10,8/1/2020 10:37,1,15
376,36,1,4/19/2020 1:21,4,114.32
377,36,7,6/11/2015 2:36,5,50
378,36,14,9/23/2022 11:37,1,21.94
379,36,6,2/12/2018 8:12,3,80.16
380,36,5,11/16/2019 8:27,5,89.7
381,36,13,11/14/2021 17:27,2,52.24
382,36,5,2/16/2016 14:34,4,71.76
383,36,10,9/2/2022 21:29,4,60
384,36,3,8/14/2023 11:23,1,2.7
385,37,13,6/26/2022 7:54,1,26.12
386,38,13,6/20/2020 8:23,2,52.24
387,39,1,10/24/2022 18:27,4,114.32
388,39,12,4/19/2022 8:15,5,150
389,40,9,6/16/2021 14:15,5,71.25
390,41,13,6/25/2019 10:54,2,52.24
391,41,9,8/4/2021 23:08,2,28.5
392,41,1,2/15/2018 20:06,5,142.9
393,41,6,10/9/2023 11:03,1,26.72
394,41,11,1/10/2021 1:29,4,106.08
395,41,4,9/8/2017 5:07,2,37.9
396,41,10,7/19/2023 11:59,3,45
397,41,12,7/1/2020 1:01,4,120
398,41,2,5/17/2018 4:34,1,8.48
399,42,3,8/12/2017 10:28,4,10.8
400,42,10,10/13/2023 19:39,3,45
401,42,7,11/12/2019 3:12,5,50
402,42,11,6/9/2019 10:31,3,79.56
403,42,8,3/13/2020 13:28,4,106.08
404,42,14,1/9/2020 5:55,1,21.94
405,42,1,7/30/2017 8:05,3,85.74
406,42,4,11/22/2016 9:58,3,56.85
407,42,9,12/21/2022 3:42,3,42.75
408,42,2,2/3/2021 2:59,2,16.96
409,42,4,2/24/2016 15:12,3,56.85
410,42,6,8/31/2023 18:42,2,53.44
411,42,1,10/22/2019 4:48,4,114.32
412,42,1,9/9/2022 8:48,1,28.58
413,42,10,9/11/2017 14:57,5,75
414,43,3,3/22/2020 17:52,4,10.8
415,43,14,3/22/2022 12:51,4,87.76
416,43,5,3/8/2018 3:19,4,71.76
417,43,6,7/7/2022 11:48,2,53.44
418,43,12,12/2/2019 21:39,3,90
419,43,2,1/28/2017 17:19,5,42.4
420,43,7,8/3/2018 18:34,4,40
421,43,12,9/17/2021 22:00,3,90
422,43,14,4/13/2020 3:27,5,109.7
423,43,4,5/15/2020 15:58,4,75.8
424,43,9,8/18/2020 15:46,1,14.25
425,43,11,1/15/2017 3:01,1,26.52
426,43,14,8/1/2020 19:48,3,65.82
427,43,10,11/22/2022 7:58,4,60
428,43,12,2/28/2021 20:31,2,60
429,43,9,2/14/2021 12:02,5,71.25
430,43,8,4/25/2020 17:03,2,53.04
431,43,5,6/27/2023 4:10,5,89.7
432,44,9,8/22/2022 16:07,5,71.25
433,45,1,10/2/2018 17:22,5,142.9
434,45,10,12/1/2020 22:42,3,45
435,45,10,8/29/2023 11:25,5,75
436,45,11,8/26/2018 15:40,5,132.6
437,45,1,8/18/2018 16:29,1,28.58
438,46,5,8/2/2021 19:12,3,53.82
439,46,7,4/9/2022 12:06,4,40
440,46,9,10/27/2020 0:01,4,57
441,46,9,3/22/2021 19:58,1,14.25
442,46,8,11/15/2020 15:03,3,79.56
443,46,8,5/16/2023 11:23,1,26.52
444,46,14,11/21/2020 16:50,2,43.88
445,46,9,4/10/2020 8:37,5,71.25
446,46,6,9/10/2021 1:14,1,26.72
447,46,9,5/15/2019 10:21,4,57
448,46,13,9/25/2020 14:52,5,130.6
449,46,7,7/17/2021 10:18,3,30
450,46,13,3/19/2022 20:59,1,26.12
451,46,12,5/6/2023 16:24,2,60
452,46,10,11/1/2023 4:37,4,60
453,47,3,8/29/2018 5:00,5,13.5
454,47,1,4/27/2019 20:41,2,57.16
455,47,1,10/31/2018 8:37,1,28.58
456,47,7,6/12/2018 4:50,3,30
457,47,7,3/2/2017 1:11,1,10
458,47,5,5/17/2018 18:58,1,17.94
459,47,9,4/23/2023 20:40,4,57
460,47,3,7/25/2020 5:55,5,13.5
461,47,10,6/22/2018 13:28,4,60
462,47,1,9/4/2022 2:20,2,57.16
463,48,3,4/22/2022 19:55,4,10.8
464,48,13,4/1/2022 17:34,4,104.48
465,48,2,5/25/2022 8:56,2,16.96
466,48,13,7/18/2022 17:57,3,78.36
467,48,12,10/23/2023 4:08,5,150
468,48,12,7/12/2021 10:28,3,90
469,48,12,12/14/2022 22:35,4,120
470,48,8,11/7/2021 1:25,2,53.04
471,48,7,11/22/2021 17:07,3,30
472,48,13,11/7/2021 9:44,1,26.12
473,48,6,11/6/2021 11:20,2,53.44
474,48,9,12/28/2021 20:18,3,42.75
475,48,8,4/18/2022 3:43,5,132.6
476,48,7,6/18/2022 20:12,4,40
477,48,2,10/12/2021 18:34,1,8.48
478,48,3,3/26/2023 20:17,5,13.5
479,49,12,3/23/2021 4:56,1,30
480,49,9,7/20/2020 6:38,4,57
481,49,6,11/9/2022 10:24,1,26.72
482,49,11,12/15/2018 23:51,3,79.56
483,49,6,4/3/2017 15:03,3,80.16
484,49,4,4/7/2017 2:33,2,37.9
485,49,11,3/21/2018 4:20,2,53.04
486,49,1,8/11/2022 21:35,3,85.74
487,50,12,8/22/2021 10:30,4,120
488,50,7,9/1/2020 21:44,3,30
489,50,5,11/27/2022 23:29,3,53.82
490,51,6,12/3/2022 9:31,5,133.6
491,52,10,6/7/2018 2:05,4,60
492,53,6,5/24/2022 22:53,4,106.88
493,53,2,3/18/2019 3:22,4,33.92
494,53,4,4/7/2020 16:40,4,75.8
495,53,14,6/2/2021 10:50,3,65.82
496,53,10,2/8/2021 7:29,4,60
497,53,6,6/15/2022 6:33,1,26.72
498,53,13,1/24/2022 15:42,2,52.24
499,53,6,11/9/2021 11:59,3,80.16
500,54,11,11/20/2018 13:54,2,53.04
501,54,5,3/9/2018 13:05,5,89.7
502,54,2,12/23/2021 14:14,4,33.92
503,54,9,6/12/2020 2:04,5,71.25
504,54,4,6/6/2019 18:33,5,94.75
505,54,11,9/28/2023 7:32,1,26.52
506,54,2,3/20/2023 1:20,2,16.96
507,54,10,12/29/2022 16:12,1,15
508,54,4,10/21/2020 3:25,5,94.75
509,55,1,6/10/2021 7:42,4,114.32
510,55,2,2/10/2020 9:36,4,33.92
511,55,8,8/20/2021 9:08,1,26.52
512,55,9,1/6/2023 8:32,2,28.5
513,55,5,10/13/2020 22:47,4,71.76
514,55,10,5/29/2020 17:56,1,15
515,55,5,3/19/2023 22:07,2,35.88
516,55,10,9/5/2021 21:31,3,45
517,55,9,7/9/2020 1:21,2,28.5
518,55,2,6/20/2021 5:23,1,8.48
519,55,2,8/9/2020 19:59,3,25.44
520,55,3,12/13/2021 21:45,5,13.5
521,55,3,11/24/2019 11:48,2,5.4
522,55,12,8/17/2021 20:21,3,90
523,55,3,5/14/2021 23:21,2,5.4
524,55,8,8/5/2023 1:10,3,79.56
525,56,4,12/11/2020 22:21,2,37.9
526,56,9,5/17/2021 20:45,4,57
527,56,8,1/1/2020 16:33,5,132.6
528,56,6,5/17/2020 7:41,3,80.16
529,56,9,6/3/2018 1:12,1,14.25
530,56,1,7/25/2022 0:43,2,57.16
531,57,12,12/23/2021 1:04,2,60
532,57,12,2/6/2023 13:40,4,120
533,57,4,8/4/2022 13:47,2,37.9
534,57,3,8/31/2023 0:05,1,2.7
535,57,4,11/6/2021 10:37,2,37.9
536,57,8,12/30/2021 0:51,5,132.6
537,57,2,1/27/2022 12:56,4,33.92
538,57,14,10/17/2023 13:18,1,21.94
539,57,5,5/25/2022 3:38,1,17.94
540,57,14,9/20/2022 2:22,5,109.7
541,57,13,3/12/2022 18:47,3,78.36
542,57,8,6/17/2021 3:33,2,53.04
543,58,8,6/20/2019 11:51,4,106.08
544,58,1,3/15/2020 7:41,2,57.16
545,58,2,3/31/2023 18:57,5,42.4
546,58,8,11/21/2020 18:53,3,79.56
547,58,10,12/25/2020 4:53,1,15
548,58,11,4/19/2023 19:50,2,53.04
549,58,6,5/15/2018 17:57,1,26.72
550,58,11,6/14/2017 18:46,3,79.56
551,58,11,6/7/2023 12:44,2,53.04
552,58,10,11/10/2020 10:23,4,60
553,58,4,9/6/2020 23:26,3,56.85
554,59,5,5/8/2023 12:57,2,35.88
555,59,9,11/14/2021 13:15,2,28.5
556,59,1,4/1/2023 19:16,2,57.16
557,59,7,10/31/2023 18:09,3,30
558,59,10,1/21/2022 9:16,1,15
559,60,2,8/12/2016 21:56,5,42.4
560,60,12,2/26/2017 3:50,2,60
561,60,5,12/3/2016 5:36,4,71.76
562,60,6,4/28/2018 10:32,2,53.44
563,60,1,9/8/2016 8:10,3,85.74
564,60,4,5/15/2018 20:31,3,56.85
565,60,3,8/4/2016 19:35,4,10.8
566,60,13,8/9/2019 9:34,5,130.6
567,60,9,7/6/2020 22:18,2,28.5
568,60,2,1/17/2018 8:17,5,42.4
569,60,2,8/10/2022 7:10,2,16.96
570,60,4,3/10/2023 20:09,4,75.8
571,60,12,8/23/2021 15:16,3,90
572,60,8,7/23/2023 14:00,5,132.6
573,60,5,4/7/2021 3:14,5,89.7
574,60,6,2/8/2019 20:35,1,26.72
575,60,5,5/5/2017 11:26,2,35.88
576,60,11,5/12/2021 22:55,3,79.56
577,60,7,9/13/2022 12:21,2,20
578,60,9,12/7/2019 22:51,4,57
579,61,4,1/4/2023 17:18,4,75.8
580,61,6,9/20/2023 23:38,3,80.16
581,61,2,8/11/2023 4:00,1,8.48
582,61,10,3/16/2023 19:59,4,60
583,61,6,8/12/2023 9:23,4,106.88
584,61,4,4/26/2023 3:26,1,18.95
585,61,14,7/8/2023 1:59,3,65.82
586,61,14,8/12/2023 0:01,1,21.94
587,61,7,3/27/2023 14:53,1,10
588,61,12,10/17/2022 14:04,4,120
589,61,9,2/28/2023 17:06,3,42.75
590,61,13,9/16/2022 8:02,4,104.48
591,61,9,10/19/2023 16:53,3,42.75
592,61,1,9/17/2022 0:36,2,57.16
593,61,3,1/20/2023 8:51,3,8.1
594,61,12,12/8/2022 11:43,3,90
595,61,7,2/4/2023 14:28,1,10
596,62,1,11/20/2021 0:24,3,85.74
597,62,7,1/2/2023 8:50,4,40
598,62,5,9/11/2023 13:57,4,71.76
599,62,10,6/29/2023 21:54,5,75
600,62,1,2/20/2022 16:34,2,57.16
601,62,4,7/3/2022 8:14,3,56.85
602,62,8,5/13/2023 0:01,3,79.56
603,62,10,10/7/2023 15:38,2,30
604,62,2,1/31/2023 10:52,3,25.44
605,62,10,4/23/2023 11:10,5,75
606,62,2,7/28/2023 19:59,5,42.4
607,62,11,9/10/2023 5:32,1,26.52
608,62,5,7/27/2023 23:40,4,71.76
609,62,2,6/18/2022 10:16,5,42.4
610,62,10,9/3/2022 8:08,4,60
611,63,7,8/5/2022 22:43,5,50
612,63,6,3/14/2021 7:28,4,106.88
613,63,13,1/28/2019 4:28,4,104.48
614,63,11,6/2/2020 19:41,5,132.6
615,63,11,7/13/2020 17:46,1,26.52
616,63,4,7/8/2023 17:59,5,94.75
617,63,12,7/24/2022 4:40,4,120
618,63,9,12/24/2020 13:33,4,57
